Date,Open,High,Low,Close,Volume
2015-06-16,32466.18047998347,33039.31850524097,31776.3917507176,33147.72373661614,23003
2015-06-17,35690.37894796184,36249.42115408699,35201.76020180322,36422.27318644012,35106
2015-06-18,29263.835651991387,29749.62099829733,28655.313425625223,29316.463403571186,22979
2015-06-19,27738.791506927533,28272.6602387197,27234.9359900491,27258.127795650802,44977
2015-06-20,27331.45671112343,27934.402459283265,26879.822574867187,27955.213656867025,17228
2015-06-21,27552.569145103684,28139.80068310653,27077.241587515127,27504.445545579583,19300
2015-06-22,29768.69487175769,30154.392940550315,29285.536842960577,29070.466908935574,18681
2015-06-23,31023.455924449932,31605.47174312548,30463.09135055386,30287.334139283783,18267
2015-06-24,30830.072397990058,31323.603537486804,30192.611271232403,29648.340864940154,15372
2015-06-25,32481.54974710807,32988.83715690962,31945.58166233944,32073.31681945762,48918
2015-06-26,30039.00567563372,30546.32537473389,29420.297907759545,30921.159312493226,20920
2015-06-27,34360.60223147195,34845.577932592125,33957.08120523492,34502.8660712363,26856
2015-06-28,29206.02950028613,29825.200249996837,28747.492551167536,28782.2153355477,37785
2015-06-29,38160.50749976886,38652.13570378393,37732.937753189624,38804.39225031292,27221
2015-06-30,31877.00204329502,32265.047430456703,31345.557584207534,31211.020745916307,35178
2015-07-01,27428.527330751152,27889.17434515418,26964.423169269096,27504.807550217374,43954
2015-07-02,26787.322505816664,27305.19197749771,26214.345212113243,26643.618207636253,16461
2015-07-03,31447.417245729557,32070.33872415926,31040.517416892802,32070.721746200237,27865
2015-07-04,29329.611644022447,29889.92111251733,28825.308546690318,28067.828947286846,24052
2015-07-05,32142.001482276275,32556.94795440157,31573.31569117505,31461.84328562455,40370
2015-07-06,31419.712873720633,32168.231865388523,31126.243151224695,30109.116346445007,17332
2015-07-07,29781.51326202938,30307.990793127177,29069.35013129636,29573.835884581964,10327
2015-07-08,27459.618845794786,28087.157919594687,26987.934034282775,28428.76084870073,32765
2015-07-09,25455.458325942407,25940.286882584685,25157.962317310023,25051.100558219587,15239
2015-07-10,28660.455143798936,29213.791068269482,28144.64575394126,28251.907993242414,20078
2015-07-11,32569.19638297042,33153.143233422255,32065.852036173103,33266.57592231773,17038
2015-07-12,30642.28123239061,31264.100703566037,30150.47067034786,31497.120879154852,18048
2015-07-13,26262.783663864036,26868.52049440186,25663.66455257137,26191.926810049004,38671
2015-07-14,30519.542777553546,31106.762477560846,29944.79828041084,31067.31466079346,24954
2015-07-15,31155.95213918651,31624.4434660671,30626.164520084123,30294.388506484152,45065
2015-07-16,27348.427691396602,27791.253087200996,26803.41212800194,28450.807158536933,12779
2015-07-17,30461.175317836583,30994.436068869003,29971.61116278039,32180.140352986225,23225
2015-07-18,30174.626155338,30767.938962572105,29497.077070413994,30591.59878828898,42541
2015-07-19,26571.08910650813,27048.81703643047,26219.008708343907,24903.62380943389,29720
2015-07-20,31073.36208104485,31679.879277616288,30559.39691362326,30626.777871126622,23531
2015-07-21,31682.353579104703,32327.615253653323,31175.851115985824,32172.61383644016,15335
2015-07-22,33249.15372952583,33657.52163761849,32667.825688919373,32911.967331792745,19530
2015-07-23,33161.406156104706,33577.71408572508,32745.791543847197,34179.164999504785,34791
2015-07-24,25866.991896128726,26352.954390238192,25541.35915636838,26337.51770767742,11649
2015-07-25,27186.52488025463,27717.28614707355,26670.84257864481,26621.344479641994,23472
2015-07-26,31545.105801625978,31992.649100249273,31016.982752404117,31570.91765024298,12862
2015-07-27,31541.357852736626,32176.57812062334,30892.39791179186,30826.291276225355,35185
2015-07-28,31545.143058918144,32087.549745069988,31172.179263550654,31399.07515618819,37134
2015-07-29,41558.19447196416,42062.13917678824,40942.72509529249,41114.51987961812,10917
2015-07-30,31712.6715320795,32069.080579692647,30975.930095676787,32652.48097226593,22444
2015-07-31,33406.6969205418,33775.11533889905,32944.47340929405,35099.506566006596,30521
2015-08-01,32862.00529047961,33390.10621550779,32491.099512428933,31717.05462389101,48217
2015-08-02,31954.173753917396,32240.914191301912,31494.87119055473,30415.600724949592,32066
2015-08-03,29054.192266078964,29655.456007043373,28552.791769341828,28858.054328597857,12811
2015-08-04,32276.907661479803,32761.09227704257,31720.52887397911,31062.17510241686,46189
2015-08-05,27681.524356387286,28505.83365334676,27240.66382937109,27718.49363932402,19290
2015-08-06,29289.544179779972,30020.335804841583,28634.024326365237,29888.693070824713,45489
2015-08-07,28543.90935651269,29025.76444958794,28155.362588013497,29739.22287432615,37284
2015-08-08,30245.622418158968,30734.988717905835,29919.542933376248,30406.738065131194,34698
2015-08-09,36943.97570002053,37543.53385142073,36333.3046575918,36789.451520140865,29637
2015-08-10,24398.204422224757,25068.52168321656,24125.666525345376,22815.496488966288,43556
2015-08-11,32058.78057112354,32394.977665379938,31579.19354801081,32079.72869047218,26640
2015-08-12,25161.852386431045,25483.214839895576,24350.08427351024,25218.882194870614,14025
2015-08-13,28584.204402631698,29022.00092207626,28085.408757927693,29095.369854001896,41476
2015-08-14,33266.851790902096,33825.12554921948,32878.92855597172,32700.061309678822,16741
2015-08-15,30192.840057286387,30742.527416337147,29698.579803665067,29844.7979770977,13654
2015-08-16,26766.765666212083,27373.74281171047,26271.845745074035,25584.363861968734,46019
2015-08-17,27854.088872220094,28234.119119383562,27338.023878184784,26021.05462671284,48036
2015-08-18,32038.793246804027,32307.178860507138,31472.566948588064,31151.9955741666,39843
2015-08-19,27808.900104848588,28394.7015243788,27412.811221685362,26552.639453446176,33560
2015-08-20,30649.375768745926,31066.5561414494,29980.620963222245,30918.745605082415,25987
2015-08-21,30136.71551971144,30434.866733272578,29612.20409127418,29722.208274377954,30810
2015-08-22,28045.198957182547,28559.705331778485,27472.519552542366,27614.609253122715,30311
2015-08-23,36431.83226797597,37011.14983679784,35994.64720795154,35644.3018310358,44920
2015-08-24,31901.757066954033,32389.551353741906,31273.11885325448,29315.704720944086,18738
2015-08-25,23924.572240027177,24378.78740140893,23450.277480908484,25131.220839025216,17888
2015-08-26,30559.362944308283,31043.426721093692,30031.60769295893,29759.146526086854,15474
2015-08-27,28014.640605694836,28477.58232945476,27607.951213413548,27684.70454981491,10488
2015-08-28,32557.30000438867,32922.495293194654,32156.993167028882,31393.386272157222,34144
2015-08-29,27622.4377847019,28050.969717002856,27053.61725405661,28399.982059454407,15622
2015-08-30,29655.790675599303,30207.918666100682,29200.15135862004,29770.533825229162,41830
2015-08-31,31514.961836941373,32047.129691079022,31100.34414569181,30853.869608728677,46542
2015-09-01,32597.265582510365,33114.07156310705,32161.58391671307,32283.481893435146,49214
2015-09-02,26399.11077883267,26799.59593064733,25829.21547166093,27741.654716532565,37648
2015-09-03,28996.496292477153,29478.345976263587,28559.400078597515,28938.12074697213,42697
2015-09-04,28575.164066517133,28857.45756187285,28086.929559677348,28429.77723642441,35223
2015-09-05,28040.012302278865,28557.859968667402,27538.509527250157,27286.90711336745,31865
2015-09-06,35296.36272084329,35939.24849162465,34988.09760944432,33780.697800465445,18572
2015-09-07,31214.945132882865,31567.531919678655,30862.057773420216,31086.91419401939,33501
2015-09-08,26217.348136994864,26658.75536966309,25683.720348070106,26477.73622685456,36866
2015-09-09,32753.585841164328,33286.49651903534,32327.2887772796,33633.253412626465,22416
2015-09-10,36366.4685910379,36991.75285448065,35760.79609990986,34567.671363438174,35775
2015-09-11,33097.39578165344,33552.573320023424,32500.715071228384,32197.318720035015,39080
2015-09-12,25441.89010213796,25872.665069211373,24869.973235502417,24977.297229692802,14887
2015-09-13,28547.297781401245,28850.405467159635,27865.320602669985,28544.51310254268,29374
2015-09-14,33800.73344755987,34311.07726049068,33309.04238033419,33684.70649433713,26605
2015-09-15,27876.99160314366,28581.19920715803,27312.103410553274,27779.640654593844,25684
2015-09-16,31331.458284438686,31859.194130635155,30889.89838209829,31657.935131294642,34002
2015-09-17,32323.90216028801,32821.67426236964,31578.66516900114,31601.267671664722,36015
2015-09-18,27219.20858526575,27751.41681634245,26520.84522002215,27966.521739052707,32972
2015-09-19,29821.4239318146,30320.314731419738,29320.23588836282,30168.185885174185,10617
2015-09-20,20276.19797979278,20694.89654256677,19737.539356802263,20020.332168490317,45338
2015-09-21,26926.83707599713,27509.1650675649,26290.90731606065,28207.563469508263,16309
2015-09-22,29242.295545820518,29764.871698131694,28757.00949630193,30487.42837427793,29139
2015-09-23,26256.650454105453,26758.411779298818,25822.312861185423,27002.9667382605,12790
2015-09-24,34897.23391179491,35299.69730906709,34309.83493669422,32482.388495340674,17826
2015-09-25,25709.575866118103,26339.92665931158,25201.731941509737,26972.731940292484,22134
2015-09-26,28679.86653990905,29246.336814442362,28161.567094944523,29315.673357886597,29693
2015-09-27,30392.221731858273,30836.929648121542,29975.64886616507,31997.34864202862,14054
2015-09-28,34323.81986719835,34924.002352566546,33995.58708203469,35313.79154058518,26090
2015-09-29,25692.41354646168,26142.65646262316,25168.79930547377,26955.08768845951,33808
2015-09-30,33489.49125646488,33911.29090721377,32898.995052315455,34192.41513660918,25569
2015-10-01,30030.69918305876,30454.728871310734,29553.279857966365,31109.65374197517,42227
2015-10-02,27055.474046856147,27378.36719154734,26411.83109490026,28650.7730394437,16508
2015-10-03,31386.31042278981,31933.464660831633,30956.702055331367,31559.554213492374,26608
2015-10-04,30597.17908672041,30914.064598886576,30202.649532217,29339.394651457907,33523
2015-10-05,28199.349368523617,28576.50498539704,27706.07239924323,27953.380648511502,20433
2015-10-06,30209.406254970057,30501.847454062205,29717.665512505188,30521.362734476807,41939
2015-10-07,28844.059209414718,29335.45224013563,28267.062336281197,28903.969276911965,34520
2015-10-08,30340.552035753743,30825.519989726556,29918.04831816014,29343.302462826203,21888
2015-10-09,31986.39202356314,32453.722402244504,31349.58259988165,30681.53792340716,40932
2015-10-10,34758.05044843606,35153.792678969,34061.35875218523,34165.12031352819,29734
2015-10-11,26286.55350351945,26669.33012817579,25790.467906216287,26932.74514830677,13827
2015-10-12,36399.1001239688,36945.53711032346,35774.12908195036,37663.37194062717,26257
2015-10-13,24143.736601432494,24588.681408261644,23749.38630849502,24876.990692454656,42194
2015-10-14,29544.64471489325,30076.280547046863,28937.122560775057,30390.58654458456,41318
2015-10-15,31764.95161945373,32176.426750841307,31160.223978597784,31700.29916092288,26793
2015-10-16,30842.975603205097,31361.081877482204,30256.63187518611,29449.309637040325,44684
2015-10-17,28131.90144053822,28762.229244269824,27633.457749425248,27767.724975832054,38014
2015-10-18,29375.633248928174,29934.24982896745,29171.058143052378,29168.62171943027,12859
2015-10-19,28520.9971960235,28979.755814201853,28085.169910388715,28123.355206554956,49840
2015-10-20,28231.905729167367,28757.62562620296,27794.49733093583,28275.66162146707,41856
2015-10-21,32548.806291063072,33024.739773610054,32146.63178486912,32901.94209897743,44819
2015-10-22,31071.046457895143,31571.834476364616,30558.822157440438,31753.458608489942,30085
2015-10-23,27921.27121421804,28388.71010900319,27463.16755877016,27698.77532272497,18214
2015-10-24,32698.79962629975,33182.36610571121,32281.26082727625,31175.792101784078,45736
2015-10-25,30921.898562629827,31443.107897937243,30527.77857745461,30535.596387196918,10601
2015-10-26,32438.58635651688,32839.25048655868,32010.137655065402,32473.554674110466,34318
2015-10-27,31888.88652577084,32287.29864307184,31276.736604585847,32867.132863477564,25451
2015-10-28,27513.014967233783,27874.16071185066,27079.117472696533,27058.768693486498,15274
2015-10-29,28319.456879409092,28659.429768958722,27870.95075005242,28729.491782128614,28226
2015-10-30,32241.880815369786,32620.15254614774,31787.550576872112,32473.951135078132,40926
2015-10-31,31831.110796300396,32347.057046980808,31297.211444919452,31866.231222799106,29046
2015-11-01,29937.295218107556,30348.01646655837,29391.670269254704,30681.72187356723,18674
2015-11-02,30351.982149926345,30903.343596349456,30156.44780385066,29823.30919252428,29023
2015-11-03,33832.99468736527,34336.46606224053,33230.83116598251,33372.84552765046,31910
2015-11-04,28225.28583349251,28528.435412148705,27581.649030068136,28215.765175017128,21503
2015-11-05,31641.292143510113,32206.78970193228,31246.31079724628,31129.174939435154,15368
2015-11-06,29393.42204269832,29974.50190725749,28990.651867171804,29799.831875542,33527
2015-11-07,29346.95639031834,29747.570122834855,28891.98172909617,28776.402546825433,32487
2015-11-08,33296.33055596157,33838.34971025107,32871.93095790723,33477.373922157676,46593
2015-11-09,32476.24904696409,32890.59922322317,31953.85635956943,32396.110831934686,20391
2015-11-10,32440.528908001914,32950.29594567675,32135.1814366378,32612.46967982328,19874
2015-11-11,33916.43642146299,34289.986580767494,33528.22918226667,33548.64330541256,13608
2015-11-12,30063.011524898277,30383.700879644817,29409.091804880787,29791.740889276814,40451
2015-11-13,32045.85891388489,32507.577194923593,31638.680910619692,32122.666328282532,49646
2015-11-14,29069.199730219632,29556.82683559215,28444.85690240934,29230.85933514868,43786
2015-11-15,30972.499057465327,31432.73108810387,30436.965237906315,30969.137525152404,37546
2015-11-16,29609.570836896946,29991.16778107469,29290.49760835577,30973.860722107413,45268
2015-11-17,30290.987894978156,30750.99798876504,29727.454975456534,29498.398359985127,12667
2015-11-18,31785.47107631074,32312.40055156881,31297.237806530025,31734.10804034857,15230
2015-11-19,27545.33795029958,28040.848647287326,27090.884655924554,26286.434732605994,35720
2015-11-20,36277.16182705638,36795.4119301163,35752.66611773918,36574.82700999029,47602
2015-11-21,26981.947855500894,27414.93633545547,26434.484506944216,26089.750626399444,11546
2015-11-22,26357.434161636804,26974.60595310842,25786.67497943934,26134.785956935542,25050
2015-11-23,33474.3326205002,33856.71528684472,32856.5073357454,33176.68116023514,40134
2015-11-24,32374.98808188881,32923.74411159748,31834.174490610974,32599.700983169747,25640
2015-11-25,31872.359451156466,32490.548560452462,31509.9228600351,31430.12671712032,30828
2015-11-26,31885.03652779284,32433.12733706773,31432.401073557958,31408.791969637652,24284
2015-11-27,29963.259681459254,30443.007258752772,29168.954847932393,31111.944852727975,13423
2015-11-28,27308.236885542505,27755.407180876206,26735.78777950433,27535.890317922127,38577
